datetime,date,open_price,close_price,high_price,low_price,volume,change_percentage
2024-10-21 00:00:00-05:00,2024-10-21,4.138000011444092,4.182000160217285,4.185999870300293,4.124000072479248,0.0,2.6761651661847172
