datetime,date,open_price,close_price,high_price,low_price,volume,change_percentage
2024-10-21 00:00:00-05:00,2024-10-21,4.513000011444092,4.51800012588501,4.51800012588501,4.510000228881836,0.0,0.11079358360821293
