datetime,date,open_price,close_price,high_price,low_price,volume,change_percentage
2024-10-21 00:00:00-04:00,2024-10-21,103.45999908447266,104.01000213623047,104.0199966430664,103.41999816894531,0.0,0.5024681449365302
