datetime,date,open_price,close_price,high_price,low_price,volume,change_percentage
2024-10-21 00:00:00-04:00,2024-10-21,5857.81982421875,5853.97998046875,5866.919921875,5824.7900390625,3407010000.0,-0.1822769490636961
