datetime,date,open_price,close_price,high_price,low_price,volume,change_percentage
2024-10-21 00:00:00-04:00,2024-10-21,2275.330078125,2239.7099609375,2275.60009765625,2238.300048828125,3407010000.0,-1.598360589797235
