datetime,date,open_price,close_price,high_price,low_price,volume,change_percentage
2024-10-21 00:00:00-04:00,2024-10-21,2.2200000286102295,2.312000036239624,2.36899995803833,2.2100000381469727,164160.0,2.391503175359724
